,review,true_nc,true_oc,true_nc_oc,true_nc_reasoning,reasoning
98,"Overall experience was fine. I had tried stopping here before on a weekend and the place had customers lined out the door, so I passed. This time, we decided to go a round lunch time on a Friday and though the place is rather small, we were able to see some tables just waiting to be bussed before we knew we could stay. Like many places I've been to eat after the pandemic, this place was short staffed and just trying to get a hostess or waitress to seat us took awhile. My wife flagged a woman down and she cleaned a spot for us and gave us real menus to look over. Once we had her attention, we quickly got our orders taken and beverages brought over. I ordered from the lunch menu (a yummy breaded tenderloin that remained moist and tender and mostly fit the bun. I asked for it loaded and even got some yellow mustard which she brought over without delay too. The breading had a nice seasoning too. Since I was eating, I also upgraded to a side salad that wasn't all weeds with a vinaigrette dressing. My wife ordered from the breakfast menu getting a waffle with strawberries and bananas. Not quite crisp enough for her preference, but a decent flavor. Her comment was that it could have been raised a level with some whipped cream on top. I suggested she ask but she didn't. Food was a little slow coming out of the kitchen compared to most local brunch spots I've been to lately. But manageable. One of the perks of this spot is that even if you have to wait, there are so many Indy 500 photos and collectibles inside that it is like a mini museum adventure looking around. Plenty of food options, plenty to see, just allow a little time. Convenient parking in the side lot and some street parking out front. Reasonably priced for what you get too!Review #3927","Indy 500 photos and collectibles, mini museum",None,"Indy 500 photos and collectibles, mini museum",None,None
99,Very cool place and PERFECT for the familyThis is one of the best places that you can take the family for a meal. The Pop Shop is all about the kids. We brought our 4 kids in tonight and was pleasantly surprised that they had a woman making balloon puppets and animals. Our kids loved it. They also have a big menu. The food is great and the staff are nice.,"balloon puppets, animals",None,"balloon puppets, animals",None,None
100,"Come early or all the good stuff will be gone! Run by the sweetest old lady, they make their bagels and donuts on site every morning. This is the first family-run donut shop I've seen that also sells lottery tickets/ scratchers and boba alongside danishes, egg sandwiches, croissants, and other pastries.Made from potato flour, it gives these donuts a chewier, bouncier, fluffier taste (or it could just be my imagination). The chocolate donut holes are my favorite thing to get here but they always seem to be sold out after 10 am. Always served with a kind smile, the look and feel of the place is reminiscent of my childhood days of wanting the pink frosted donut with sprinkles.",lottery tickets/scratchers,None,lottery tickets/ scratchers,"* Restaurants typically focus on providing food such as donuts with sprinkles and bagels. Restaurants also focus on providing beverages such as boba, service, and ambiences. However, restaurants do not typically provide non-food or beverage items such as lottery tickets/scratchers for purchase. Therefore, I think that the restaurant providing lottery tickets/scratchers as an item for purchase is an atypical aspect of this restaurant.
","* Restaurants typically focus on providing food such as donuts with sprinkles and bagels. Restaurants also focus on providing beverages such as boba, service, and ambiences. However, restaurants do not typically provide non-food or beverage items such as lottery tickets/scratchers for purchase. Therefore, I think that the restaurant providing lottery tickets/scratchers as an item for purchase is an atypical aspect of this restaurant."
101,Walked up and down Broadway and chose the best sounding band. The female vocalist on 9/8/17 blew us away! The food didn't.,"best sounding band, female vocalist",None,"best sounding band, female vocalist",None,None
102,For a quick bite this place is ideal but very cramped. Small menu but good food esp shrimp or fish po boy! Service is very slow. We were not greeted for quiet some time. Finally they cleaned a table so we could settle down. Not a very fancy or clean place. Wish there were more options close to the dock area since we just needed some quick lunch before we board the paddle cruise.,"dock area, paddle cruise",None,"dock area, paddle cruise",None,None
103,"NYE dinner: prix fixe meal with optional wine pairings. Food was imaginative and delicious. Service was attentive--Hayley did a fine job of pacing the meal and helping with special requests. Walking in the door, you'll smell faint but pleasant aromas of Indian spice. The interior is red brick and looks like any American tavern, but then you notice the details: artwork, fabrics, Bollywood movies projected on the brick. For the holiday, the Chauhans brought in a henna tattoo artist and a fortune teller. In all, a fun vibe. We will return on the next trip through Nashville. Eager for the next two restaurants to open--Tansuo and The Mockingbird.","Bollywood movies, henna tattoo artist, fortune teller","artwork, fabrics","Bollywood movies, henna tattoo artist, fortune teller, artwork, fabrics","* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide movies for entertainment such as Bollywood movies. Therefore, I think that providing Bollywood movies is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide creative art vendors such as a henna tattoo artist. Therefore, I think that providing henna tattoo artist is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide entertainment such as a fortune teller. Therefore, I think that providing fortune teller is an atypical aspect of this restaurant.","* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide movies for entertainment such as Bollywood movies. Therefore, I think that providing Bollywood movies is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide creative art vendors such as a henna tattoo artist. Therefore, I think that providing henna tattoo artist is an atypical aspect of this restaurant.
* Restaurants typically focus on providing food  such as a prix fixe meal, beverages such as wine, service such as helping with speical requests, and ambiences such as a red brick interior, artwork and fabrics. However, restaurants do not typically provide entertainment such as a fortune teller. Therefore, I think that providing fortune teller is an atypical aspect of this restaurant."
104,"Great Deaf-friendly service! Ordered Club sandwich and I chose few added items. Really delicious lunch! Environment is great... Bathroom is outside of the restaurant but you can ask for the key from cashier. This is a fast service, if you want something to hurry with, this is a right place to find.",None,None,None,None,None
105,"My friend picked this place because it serves the Impossible burger, which is great, but unfortunately, some other aspects of Trident Grill III were off-putting. I know it's a sports bar but one guy at the bar was hollering like a maniac through our entire visit. It was Sunday at lunchtime, not late at night, and I was expecting a more relaxed experience. Every time this guy yelled, I jumped. The food was OK. The Impossible burger came as a patty melt with some extremely strange sauce on it that did not appeal to me. I wish this sauce had come on the side so that I could have avoided it and put my own condiments on the burger. Otherwise, the burger was fine.The fries were good but the ketchup was not. I'm partial to Heinz ketchup and the brand Trident III Grill serves in little plastic dipping cups pales in comparison. I think if you're serving burgers and fries at your restaurant that a top-notch ketchup is essential (since fries are sort of a ketchup delivery system anyway).On the plus side, there was an Arizona Greyhound Rescue event going on outside and I got a kick out of petting the hounds and talking with the rescue folks. Kudos to Trident for hosting this event.","Arizona Greyhound Rescue event, hounds",None,"Arizona Greyhound Rescue event, hounds",None,None
106,"Acknowledging my biased love for Chinatown, this place was an overpriced, hipster white washed version of good ramen. The cocktails were not great, and the space itself was strangely laid out and dark and cramped. Just okay, will definitely try to find something more authentic for next time.",None,None,None,None,None
107,"One of my favorite Caribbean restaurants in Nashville. The owner appears to be heart working and prideful about his culture and dishes. He regularly brings the food to the car with sincere gratitude and a big smile. The Jerk Chicken is my favorite. Selfishly I wish I had more sauce on the Jerk Chicken, but I learned to simply add a little on the side. Lastly, the sweet plantains are a must have. I recommend a Ginger Beer to top it off.",None,None,None,None,None
108,"Located off 10th street and 76 ave, another city hidden gem! Part of a new medical building, outdoor appearence screams modern but when you walk in you felt you have hit some version of Time Machine that has taken you elsewhere in Alberta. Gives you a feel of Elk Island /Kananaskis Mountain/lake outdoor feel- Indoors. Definitely not the cabin feel but like your on a porch facing a lake/mountain. With a Vintage feel, wood crafted art pieces and decor, with colourful curtains and cushions infuse throughout the cafe. Mason jars for chandeliers! Freshly made is their baked goods, soups and sandwiches, using produce from Local Farmers and Markets. Its always a busy place, but if not shy or on your own you can share a table with strangers and become friends. Wifi is free and there have been many, including myself that have chosen to use it as alternative office space. Fun place to take a friend, or friends. Good for families,space may be very limiting for strollers, so leave those on the side but still come in. Live bands now plan and hallelujah, they now open later than normal! They have a book exchange area, and also a community scarf/blanket project where you can pick up where some left off on their knitting and then leave it for the next person. I found that it was the best place for all ages to appreciate something vintage in a modern world where social media has taken over. This place makes you feel like you SHOULD put away your phone and pick up a hot cup of java and actually talk to the person next to you while enjoying the decor/ live show (when on). Street parking is available with office hours so you may have to park a block away and walk. There is underground parking that you can use as well.I was able to meet Shammy one of the owners of this creative interactive space. Extremely pleasant and social, appreciative of all her customers. She was actually hosting and serving the whole time i was there! and I've been there more than once!Now lets talk about the food. Farmer's market fresh I was able to have the House Soup, a medley of veggies and chicken with home made broth. Tasty and well portioned. Over a bit of time I caved and went over to try their homemade whoopie pie. No disappointment there. Advice- cave and just order! Coffee was fresh.","Wifi, Live bands, book exchange area, community scarf/blanket project","Elk Island /Kananaskis Mountain/lake outdoor feel, Vintage feel, wood crafted art pieces and decor, colourful curtains and cushions, Mason jars, chandeliers","Wifi, Live bands, book exchange area, community scarf/blanket project, Elk Island /Kananaskis Mountain/lake outdoor feel, Vintage feel, wood crafted art pieces and decor, colourful curtains and cushions, Mason jars, chandeliers",None,None
109,Ok this has nothing to do with the staff or place itself. It's more a buyer beware. We went there on a Sunday based on the great reviews.. there was a long line which is fine...took 45 minutes to JUST put your name in at the front to wait another 90 minutes. The fact we stood in line for 45 minutes to put our name in was ridiculous. We got a to go coffee and it was good and the server was nice but the management should seriously learn from Disneyland and put out a sign about how long the wait it. 45 minutes to put a name in to wait another 90 minutes we would have left along time ago,None,None,None,None,None
